state,datacenter_name,metadata
Texas,2323 Bryan Street (DFW10),"Digital Realty | 2323 Bryan Street | 75201 | Dallas | Texas, | USA | 2323 Bryan Street is located in downtown Dallas and consists of over 477,000 square feet."
Ohio,Cogent Data Center - Cleveland,"Cogent Communications, Inc. | 1621 Euclid Ave | 44115 | Cleveland | Ohio, | USA | 3,042 square feet of collocation floorm, raised 18 inches, located at 1621 Euclid Avenue."
Ohio,Ark Data Centers Independence,"Ark Data Centers | 7500 E. Pleasant Valley Rd | 44131 | Independence | Ohio, | USA | ""Involta offers comprehensive data protection services providing customers with highly secure constantly available data center facilities and the technical expertise to secure, protect and maintain access to their critical data infrastructure."""
Ohio,Keith Building,"K&D Real Estate Services | 1621 Euclid Avenue | 44115 | Cleveland | Ohio, | USA | The Keith Building, located at 1621 Euclid Avenue in Cleveland, Ohio, is a historic 21-story office building in the heart of Playhouse Square."
Ohio,BlueBridge Networks,"BlueBridge Networks, LLC | 1255 Euclid Ave | 44115 | Cleveland | Ohio, | USA | BlueBridge Networks, LLC Datacenter in Cleveland and Columbus.  100% Power Uptime Guarantee."
Ohio,Cleveland Data Center,"Green Bridge Real Estate | Corporate Drive / 12875 | 44130 | Cleveland | Ohio, | USA | Green Bridge Real Estate is the exclusive agent for the world-class data center located in Cleveland Ohio"
Ohio,Aligned NEO-01,"Aligned Data Centers | 2509 Hayes Ave | 44870 | Sandusky | Ohio, | USA | Aligned’s NEO-01 data center will enable customers to rapidly Expand on Demand, supporting a variety of workloads (cloud, Artificial Intelligence (AI), and more) as well as densities beyond 300 kW per rack"
Ohio,BlueBridge Networks,"BlueBridge Networks, LLC | 5915 Landerbrook | 44124 | Mayfield Hts | Ohio, | USA | Headquartered in Cleveland, Ohio, BlueBridge Networks is the region’s leading total technology solutions provider. Our company's best-in-class Datacenter Services—including Virtualization, Cloud Computing, Disaster Recovery, Infrastructure Solutions, as well as Managed Services, Security and Service"
Ohio,Expedient Garfield Heights 2,"Expedient Data Centers | 15248 NEO Parkway | 44128 | Cleveland | Ohio, | USA | 2nd Data Center in Cleveland.  We offer Cloud, Virtualization, Managed Backups, Firewall, among many other products all interconnected with a 10Gb fiber backbone with our 7 other data centers."
Ohio,DataBank CLE1 - Downtown Cleveland,"DataBank | 1255 Euclid Avenue | 44115 | Cleveland | Ohio, | USA | DataBank is a leading provider of premium enterprise-class managed data center space and colocation services. We provide the most reliable and secure, fault tolerant environments available."
Ohio,NCS Richmond Heights,"NCS Datacom | 26391 Curtiss Wright Pkwy | 44143 | Richmond Heights | Ohio, | USA | Locally owned since 1987, we provide a full suite of services from co-location to virtualization. Both of our datacenters provide redundant internet connectivity from multiple providers. This location features dedicated racks or even entire rooms to fit regulatory compliance needs."
Ohio,Brightspeed Lorain,"Brightspeed | 203 W 9th St | 44052 | Lorain | Ohio, | USA | Please see the profile for further details about Brightspeed Lorain."
Ohio,Expedient Lewis Center,"Expedient Data Centers | 281 E Powell Rd | 43035 | Lewis Center | Ohio, | USA | Expedient's State of the Art SAS 70 compliant & PCI-DSS Data Center in Cleveland offers customers secure, redundant facilities to host their business critical applications all backed by the power of one of the most extensive award winning Ethernet Networks."
Ohio,Public Square Tech Center,"Morgan Reed Group | 200 Euclid Avenue | 44114 | Cleveland | Ohio, | USA | Purchased by Morgan Reed in 2007, the Public Square Tech Center complex offers an 8-story Class B office building containing 930,106 square feet of rentable space situated on approximately 2.84 acres of land, and an attached 11-story, 674 space parking garage."
Ohio,Everstream Parma Data Center,"Everstream | 12875 Corporate Dr | 44130 | Parma | Ohio, | USA | Please see the profile for further details about Everstream Parma Data Center."
Ohio,Bay Pointe Data Center,"Bay Pointe | 2662 Brecksville Rd | 44286 | Richfield | Ohio, | USA | Bay Pointe Tech Services has designed and built a Colocation and Cloud Hosting Facility in accordance with Uptime Institute Tier II Design Topology. Operational Sustainability shall be no less than 99.75%."
Ohio,Windstream Cleveland,"Windstream | 200 W Prospect Ave | 44115 | Cleveland | Ohio, | USA | Please see the profile for further details about Windstream Cleveland."
Ohio,Cogent Data Center - Cleveland 2,"Cogent Communications, Inc. | 2650 Rockefeller Ave | 44115 | Cleveland | Ohio, | USA | Cogent's Cleveland 2 Data Center offers a robust and secure environment for your data needs. Spanning 5,804 square feet, this facility is equipped with 42U cabinets and provides multiple power options, including UPS and backup generators."
Ohio,Mangobay Cleveland,"Mango Bay Internet | 1277 E Schaaf Rd | 44131 | Brooklyn Heights | Ohio, | USA | Since 1997 Mango Bay Internet has been providing reliable colocation services in the Cleveland Area"
Ohio,Expedient Garfield Heights 1,"Expedient Data Centers | 15166 NEO Parkway | 44128 | Cleveland | Ohio, | USA | Expedient's State of the Art SAS 70 compliant & PCI-DSS Data Center in Cleveland offers customers secure, redundant facilities to host their business critical applications all backed by the power of one of the most extensive award winning Ethernet Networks."
Ohio,Lumen Cleveland 3,"Lumen | 1621 Euclid Avenue | 44115 | Cleveland | Ohio, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
Ohio,Sterling Telecom Office Building,"Sterling Telecom Office Building, LLC | 1255 Euclid Avenue | 44115 | Cleveland | Ohio, | USA | Please see the profile for further details."
Ohio,Lumen Cleveland 2,"Lumen | 1228 Euclid | 44145 | Cleveland | Ohio, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
Ohio,Lumen Cleveland 1,"Lumen | 4000 Chester Ave | 44145 | Cleveland | Ohio, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
Ohio,Iron Mountain Data Centers OHS-1,"Iron Mountain Data Centers | 3366 S Tech Blvd | 45342 | Miamisburg | Ohio, | USA | Get closer to your end users at our strategic edge data center in Dayton, Ohio, while increasing security and reliability."
Ohio,DataYard,"DataYard | 130 West 2nd Street | 45402 | Dayton | Ohio, | USA | DataYard is a secure and reliable data center co-location services provider. We've been operating since 1995, constantly improving our colocation facilities."
Ohio,The 130 Building,"The 130 Building | 130 West 2nd Street | 45402 | Dayton | Ohio, | USA | The 130 Building is a modern, flexible office space in downtown Dayton, Ohio, offering professional environments, collaborative workspaces, and convenient amenities for businesses."
Ohio,Amazon AWS - Project Galaxy,"Amazon AWS | W Millcreek Rd & S Vandemark Rd | 45365 | Sidney | Ohio, | USA | Amazon AWS is developing a $3 billion data center, codenamed Project Galaxy, in Sidney, Ohio, with construction slated to begin in January 2026."
Ohio,Encore Technologies MSB1,"Encore Technologies | 9333 N Springboro Pike | 45342 | Miamisburg | Ohio, | USA | Encore Technologies MSB1 is a cutting-edge data center designed to deliver exceptional reliability and security. This facility features multiple layers of redundancy, including dual power sources and robust backup systems, ensuring uninterrupted service."
Ohio,Brightspeed Sidney,"Brightspeed | 125 N Main Ave | 45365 | Sidney | Ohio, | USA | Please see the profile for further details about Brightspeed Sidney."
Ohio,J5 LLC,"Unknown Company | Piqua I-75 Business and Industrial Park, Farrington Rd | 45356 | Piqua | Ohio, | USA | J5 LLC is developing a large data center campus in Piqua, Ohio, within the Piqua I-75 Business and Industrial Park, aiming to construct two 350,000 sq ft facilities."
Ohio,Amazon AWS - 1488 US-68,"Amazon AWS | 1488 South US-68 | 45385 | Xenia | Ohio, | USA | Amazon AWS's data center in Xenia, Ohio, located at 1488 South US-68, represents a significant investment of approximately $4 billion, creating at least 100 permanent jobs and contributing to local infrastructure development."
Ohio,Lumen Dayton 2,"Lumen | 130 W 2nd St | 45402 | Dayton | Ohio, | USA | For all information regarding Products and Services for Lumen go to www.lumen.com"
Ohio,PRSM Preble County,"PRSM Group | Orphans Rd & Oxford Gettysburg Rd | 45320 | Jackson Township | Ohio, | USA | A new data center has been proposed in Preble County, Ohio, with plans to rezone 300 acres of farmland near I-70 for industrial use. The project is led by land developer PRSM and aims to attract major tech companies such as Apple, Amazon, or Google."
Ohio,Lumen Dayton 3,"Lumen | 1 S Main St | 45402 | Dayton | Ohio, | USA | Please see the profile for further details."
Ohio,Lumen Dayton 1,"Lumen | 600 S Broadway Street | 45408 | Dayton | Ohio, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
Ohio,Ark Data Centers Canton,"Ark Data Centers | 4726 Hills and Dales Rd. NW | 44708-1512 | Canton | Ohio, | USA | New, 14,000 square foot data center with redundant systems, advanced security and"
Ohio,Bitdeer Massillon,"Bitdeer Technologies Group | 2527-2799 9th St SW | 44647 | Massillon | Ohio, | USA | Bitdeer Massillon is a 221 MW data center under construction in Massillon, Ohio, with phased operations expected by Q1 2026 despite construction delays."
Ohio,LSTI 401 Market,"LightSpeed Technologies | 401 Market Ave N | 44702 | Canton | Ohio, | USA | LightSpeed Technologies provides data center colocation services as part of its broader carrier-grade connectivity offerings."
Ohio,Untangled Technology Data Center,"Untangled Technology | 401 Tuscarawas St W | 44702 | Canton | Ohio, | USA | An environmental conscious data center supporting only energy efficent server equipment."
Ohio,Brightspeed Lima,"Brightspeed | 122 S Elizabeth St | 45801 | Lima | Ohio, | USA | Please see the profile for further details about Brightspeed Lima."
Ohio,Form8tion Van Wert,"Form8tion Data Centers | Marsh Rd & US-30 | 45891 | Van Wert | Ohio, | USA | Thor Equities Group has acquired a 221-acre site in Van Wert County, Ohio, for the development of a large-scale data center campus. It is expected to support up to 500MW of power capacity, with potential for significant expansion beyond the initial land parcel."
Ohio,Microtronix Datacenter,"Microtronix ESolutions, LLC | 349 Wayne St | 45876 | Ohio | Ohio, | USA | Lightning fast Fiber throughout, at industry lowest prices! Space available always, just ask!"
Ohio,Meta Bowling Green Campus,"Meta | 56 Middleton Pike | 43402 | Bowling Green | Ohio, | USA | Meta is developing a new AI-optimized data center campus in Bowling Green, near Toledo, Ohio. This 715,000-square-foot facility will be located on a 280-acre site in Middleton Township, Wood County. The project represents an $800 million investment and is expected to be operational by 2027."
Ohio,Telesystem DC-1,"Buckeye Telesystem, Inc | 4818 Angola Road | 43615 | Toledo | Ohio, | USA | Telesystem I is a world class data center located in climate-friendly NW Ohio.  From a 1 RU Server to a full cabinet, whatever your need, Telesystem I is equipped to deliver flexible solutions for businesses of all sizes."
Ohio,CISP Data Center,"CISP | 3035 Moffat Rd | 43615 | Toledo | Ohio, | USA | As northwest Ohio&#39s premier Tier 4 data center, CISP offers a bevy of managed and dedicated hosting solutions. Our co-location service allows businesses to store their servers in our secure facility, using the security, speed and redundancy of the center&#39s network operation."
Ohio,5CDC Columbus - CMH01,"5C Group Inc. | 601 Benjamin Dr | 45502 | Springfield | Ohio, | USA | Please see the profile for further details about 5CDC Columbus CMH01."
Ohio,LexisNexis Springfield,"LexisNexis | 601 Benjamin Dr | 45502 | Springfield | Ohio, | USA | The LexisNexis Springfield Data Center is a world-class, highly secure facility offering comprehensive data hosting, backup, and protection services for law firms, ensuring business continuity and data security."
Ohio,Brightspeed Warren,"Brightspeed | 220 S Park Ave | 44481 | Warren | Ohio, | USA | Please see the profile for further details about Brightspeed Warren."
Ohio,Bitdeer Niles,"Bitdeer Technologies Group | 1047 Belmont Ave | 44446 | Niles | Ohio, | USA | Bitdeer Niles is a 300MW data center located in Niles, Ohio, USA, formerly the Niles Generating Station site, with a planned completion in Q1 2029."
Ohio,CyrusOne CIN5 - Lebanon,"CyrusOne Data Centers | 401 Kingsview Drive | 45036 | Lebanon | Ohio, | USA | Located 30 minutes north east of downtown Cincinnati, this Ohio data center is used for production colocation, back-up and recovery and business continuity. - See more at: http://www.cyrusone.com/data-center-locations/cincinnati-data-center-lebanon.php#sthash.Z7ecaefl.dpuf"
Ohio,Brightspeed Lebanon,"Brightspeed | 20 N Mechanic St | 45036 | Lebanon | Ohio, | USA | Please see the profile for further details about Brightspeed Lebanon."
Ohio,TKG Data Center,"The Karcher Group | 5590 Lauby Rd #8 | 44720 | North Canton | Ohio, | USA | We are a small colo facility in North Canton. We are on Airport grounds and can expand as needed for space, power, and bandwidth."
Ohio,CBTS Mason Data Center,"CBTS | 784 Forrest Hill St. | 45040 | Mason | Ohio, | USA | CBTS owns and operates 10 geographically dispersed data centers in the Midwest. Strategically positioned to leverage our transport grid, redundant power, environmental and security platforms, allowing your business to have the security it needs without the costs it requires."
Ohio,Google Franklin Furnace,"Google | Gallia Pike | 45629 | Franklin Furnace | Ohio, | USA | A $1 billion, 500,000 sq ft data center development is planned for Franklin Furnace, Ohio, by Tilted Gate LLC, potentially involving a Fortune 100 tech company."
Ohio,Strata Expanse AI Center of Excellence,"Strata Expanse | 1476 County Rd 1A | 45638 | Ironton | Ohio, | USA | Strata Expanse COE in Ironton, Ohio, is the first AI Center of Excellence in a national rollout, offering Land-to-Hand AI Infrastructure through a Gray-Space-as-a-Service model."
Ohio,Bitdeer Clarington,"Bitdeer Technologies Group | Hannibal Industrial Park, 42722 OH-7 | 43915 | Clarington | Ohio, | USA | Bitdeer Clarington is a 570MW data center located in Clarington, Ohio, USA, part of the Hannibal Industrial Park, with an expected completion in Q2 2027."
Ohio,Brightspeed Mansfield,"Brightspeed | 25 S Mulberry St | 46151 | Mansfield | Ohio, | USA | Please see the profile for further details about Brightspeed Martinsville."
Ohio,Ark Data Centers Youngstown,"Ark Data Centers | 1343 Belmont Ave | 44504 | Youngstown | Ohio, | USA | Involta's multi-tenant data center in Youngstown, Ohio is a world-class, purpose-built colocation facility."
Ohio,DP Facilities - Hannibal Gap Data Center,"DP Facilities | 43840 State Route 7 | 43931 | Hannibal | Ohio, | USA | The Hannibal Data Center, operated by DP Facilities, represents a state-of-the-art facility designed to meet the needs of cloud, hyperscale, and enterprise solutions."
Connecticut,Trumbull Data Center,"Aphorio Carter | 80 Merritt Boulevard | 06611 | Trumbull | Connecticut, | USA | Digital Realty's Trumbull data center facility is located approximately 60 miles from Manhattan in Fairfield County, CT."
Connecticut,Corserva Connecticut,"Corserva | 100 Technology Drive | 06611 | Trumbull | Connecticut, | USA | The Corserva Connecticut Data Center provides colocation and cloud services. Corserva works with its client companies to deliver high quality, custom data center infrastructure solutions backed by our managed services team."
Connecticut,Colocation America HartfordDC1,"Colocation America | 108 Bank Street | 06702 | Waterbury | Connecticut, | USA | Colocation America's Hartford datacenter offers businesses secure colocation infrastructure, robust connectivity options, and a strategic location within the Northeast US."
Connecticut,Crown Castle Hartford,"CROWN CASTLE | 960 Main St | 06103 | Hartford | Connecticut, | USA | Please see the profile for further details about Crown Castle Hartford."
Connecticut,132 Griffin Road North,"Atlas Capital Group | 132 Griffin Rd N | 06002 | Bloomfield | Connecticut, | USA | The proposed facility would span approximately 900,000 square feet, with an additional 127,000 square feet dedicated to a substation, all situated on a vacant 44-acre site previously used as a tobacco field."
Connecticut,NWI Networks Data Center,"New Wave Industries, Inc. | 135 Day St | 06111 | Newington | Connecticut, | USA | NWI networks provides New England businesses with a fast, reliable, and secure web hosting and collocation center.  Its state-of-the-art facility located in Newington, Connecticut was designed for 100% uptime with N+1 is implemented throughout the center"
Connecticut,The Computer Company Inc.,"The Computer Company Inc. | 15 Commerce Drive | 06416 | Cromwell | Connecticut, | USA | The Computer Company Data Center is centrally located in CT between Boston and New York City areas"
Connecticut,Lumen Hartford 1,"Lumen | 155 Locust Street | 06114 | Hartford | Connecticut, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
Connecticut,CyrusOne NYM10 - Stamford,"CyrusOne Data Centers | 10 Riverbend Drive South | 06902 | Stamford | Connecticut, | USA | CyrusOne (NASDAQ: CONE) specializes in highly reliable enterprise-class, carrier-neutral data center properties."
Connecticut,Omega Systems Stamford,"Omega Systems | 26 Fahey St | 06907 | Stamford | Connecticut, | USA | Amnet's Colocation Center in Stamford CT offers state of the art, carrier-neutral services that have been specifically engineered to accommodate today&#39;s high density computing infrastructure."
Connecticut,Crown Castle Stamford 2,"CROWN CASTLE | 5 Landmark Square | 06901 | Stamford | Connecticut, | USA | Please see the profile for further details about Crown Castle Stamford."
Connecticut,Crown Castle Stamford 1,"CROWN CASTLE | 1351 Washington Blvd | 6902 | Stamford | Connecticut, | USA | Please see the profile for further details."
Connecticut,Lumen Stamford,"Lumen | 21 Harborview Ave | 06902 | Stamford | Connecticut, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
Connecticut,CVM,"CVM | 780 East Main Street | 06405 | Branford | Connecticut, | USA | CVM boasts over 35 years of extensive experience and we operate our very own tier three datacenter situated in Branford, Connecticut. With expert technologists at the data center, CVM is ready to assist with customer platforms whether they are co-location, IaaS, BaaS, DRaaS, or email as a service."
Connecticut,Cloudsmart,"Cloudsmart | 4 Pin Oak Drive | 06405 | Branford | Connecticut, | USA | Located in Branford, Connecticut, we specialize in providing high-performance solutions with a focus on security and innovation to the region"
Connecticut,ChimeNet Data Center,"ChimeNet, Inc. | 110 Barnes Rd | 06492 | Wallingford | Connecticut, | USA | State of the Art Co-location facility offering edicated racks in secure, audited and validated Tier 2 co-location facility. RedundantTelco /Fiber egress with redundnat Dedicated Internet connectivity."
Connecticut,Lumen New Haven,"Lumen | 54 Meadow Street | 06519 | New Haven | Connecticut, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
Connecticut,Gotspace Wallingford 1 Campus,"Gotspace Data Partners | 775-965 Northrop Rd | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 1 Campus."
Connecticut,Gotspace Wallingford 2 Campus,"Gotspace Data Partners | Barnes Industrial Rd S / Tankwood Rd | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 2 Campus."
Connecticut,Gotspace Wallingford 1 - Building 3,"Gotspace Data Partners | 965 Northrop Rd | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 1 - Building 3."
Connecticut,Gotspace Wallingford 2 - Building 4,"Gotspace Data Partners | Barnes Industrial Rd S | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 2 - Building 4."
Connecticut,Gotspace Wallingford 1 - Building 1,"Gotspace Data Partners | 775 Northrop Rd | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 1 - Building 1."
Connecticut,Gotspace Wallingford 2 - Building 2,"Gotspace Data Partners | Tankwood Rd | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 2 - Building 2."
Connecticut,Gotspace Wallingford 2 - Building 5,"Gotspace Data Partners | Barnes Industrial Rd S | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 2 - Building 5."
Connecticut,Gotspace Wallingford 2 - Building 6,"Gotspace Data Partners | Barnes Industrial Rd S | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 2 - Building 6."
Connecticut,Gotspace Wallingford 2 - Building 7,"Gotspace Data Partners | Barnes Industrial Rd S | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 2 - Building 7."
Connecticut,Gotspace Wallingford 1 - Building 2,"Gotspace Data Partners | 961 Northrop Rd | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 1 - Building 2."
Connecticut,Gotspace Wallingford 2 - Building 1,"Gotspace Data Partners | Barnes Industrial Rd S | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Wallingford 2 - Building 1."
Connecticut,Gotspace Wallingford 2 - Building 3,"Gotspace Data Partners | Tankwood Rd | 06492 | Wallingford | Connecticut, | USA | Please see the profile for further details about Gotspace Wallingford 2 - Building 3."
Connecticut,Gotspace Griswold 1 Campus,"Gotspace Data Partners | 29 Barber Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 1 Campus."
Connecticut,Gotspace Norwich Campus,"Gotspace Data Partners | 334-388 Plain Hill Rd | 06360 | Norwich | Connecticut, | USA | Please see the profile for further details about Gotspace Norwich Campus."
Connecticut,Gotspace Bozrah Campus,"Gotspace Data Partners | Bozrah St | 06334 | Bozrah | Connecticut, | USA | Please see the profile for further details about Gotspace Bozrah Campus."
Connecticut,Gotspace Griswold 1 - Building 3,"Gotspace Data Partners | 29 Barber Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 1 - Building 3."
Connecticut,Gotspace Bozrah - Building 1,"Gotspace Data Partners | Bozrah St | 06334 | Bozrah | Connecticut, | USA | Please see the profile for further details about Gotspace Bozrah - Building 1."
Connecticut,Gotspace Norwich - Building 2,"Gotspace Data Partners | 368 Plain Hill Rd | 06360 | Norwich | Connecticut, | USA | Please see the profile for further details about Gotspace Norwich - Building 2."
Connecticut,Gotspace Bozrah - Building 2,"Gotspace Data Partners | Bozrah St | 06334 | Bozrah | Connecticut, | USA | Please see the profile for further details about Gotspace Bozrah - Building 2."
Connecticut,Gotspace Norwich - Building 1,"Gotspace Data Partners | 334 Plain Hill Rd | 06360 | Norwich | Connecticut, | USA | Please see the profile for further details about Gotspace Norwich - Building 1."
Connecticut,Gotspace Bozrah - Building 3,"Gotspace Data Partners | Bozrah St | 06334 | Bozrah | Connecticut, | USA | Please see the profile for further details about Gotspace Bozrah - Building 3."
Connecticut,Gotspace Griswold 1 - Building 1,"Gotspace Data Partners | 29 Barber Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 1 - Building 1."
Connecticut,Gotspace Norwich - Building 3,"Gotspace Data Partners | 388 Plain Hill Rd | 06360 | Norwich | Connecticut, | USA | Please see the profile for further details about Gotspace Norwich - Building 3."
Connecticut,Gotspace Griswold 1 - Building 2,"Gotspace Data Partners | 29 Barber Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 1 - Building 2."
Connecticut,Gotspace Griswold 2 Campus,"Gotspace Data Partners | Bishop Crossing Rd / Polinsky Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 Campus."
Connecticut,Gotspace Griswold 2 - Building 3,"Gotspace Data Partners | Polinsky Dr | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 - Building 3."
Connecticut,Gotspace Griswold 2 - Building 7,"Gotspace Data Partners | Bishop Crossing Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 - Building 7."
Connecticut,Gotspace Griswold 2 - Building 2,"Gotspace Data Partners | Polinsky Dr | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 - Building 2."
Connecticut,Gotspace Griswold 2 - Building 4,"Gotspace Data Partners | Bishop Crossing Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 - Building 4."
Connecticut,Gotspace Griswold 2 - Building 1,"Gotspace Data Partners | Polinsky Dr | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 - Building 1."
Connecticut,Gotspace Griswold 2 - Building 5,"Gotspace Data Partners | Bishop Crossing Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 - Building 5."
Connecticut,Gotspace Griswold 2 - Building 6,"Gotspace Data Partners | Bishop Crossing Rd | 06351 | Griswold | Connecticut, | USA | Please see the profile for further details about Gotspace Griswold 2 - Building 6."
Connecticut,Gotspace Groton North Campus,"Gotspace Data Partners | Orchard Dr | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton North Campus."
Connecticut,Gotspace Groton South Campus,"Gotspace Data Partners | Flanders Rd | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton South Campus."
Connecticut,Gotspace Groton North - Building 1,"Gotspace Data Partners | Orchard Dr | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton North - Building 1."
Connecticut,Gotspace Groton North - Building 2,"Gotspace Data Partners | Orchard Dr | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton North - Building 2."
Connecticut,Gotspace Groton South - Building 2,"Gotspace Data Partners | Flanders Rd | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton South - Building 2."
Connecticut,Gotspace Groton South - Building 3,"Gotspace Data Partners | Flanders Rd | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton South - Building 3."
Connecticut,Gotspace Groton South - Building 1,"Gotspace Data Partners | Flanders Rd | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton South - Building 1."
Connecticut,Gotspace Groton North - Building 3,"Gotspace Data Partners | Orchard Dr | 06340 | Groton | Connecticut, | USA | Please see the profile for further details about Gotspace Groton North - Building 3."
Connecticut,CyrusOne NYM5 - Norwalk,"CyrusOne Data Centers | 6 Norden Place | 06854 | Norwalk | Connecticut, | USA | CyrusOne (NASDAQ: CONE) specializes in highly reliable enterprise-class, carrier-neutral data center properties."
Connecticut,TierPoint Waterbury,"TierPoint | 108 Bank Street | 06702 | Waterbury | Connecticut, | USA | TierPoint is a national provider of cloud, colocation,managed and disaster recovery services."
Connecticut,CAPS Shelton,"CAPS (Computer Alternative Processing Sites) | 2 Enterprise Drive | 06484 | Shelton | Connecticut, | USA | CAPS (Computer Alternative Processing Sites) provides flexible and scalable IT solutions to companies of all sizes in the New York, New Jersey, Connecticut and Atlanta regions."
Connecticut,SteelVault OX-1,"SteelVault Data Centers | 66 Hawley Rd | 06478 | Oxford | Connecticut, | USA | SteelVault Data Centers is New England’s leading Data Center for Colocation & managed IT. SteelVault's facility is world-class, SAS 70 approved, HIPAA compliant, redundant N+1 power & connectivity with massive bandwidth capacity and scalability. 99.98% uptime guarenteed. Office Space Available."
Tennessee,Flexential Nashville - Cool Springs Data Center - $0 NRC's,"Flexential | 425 Duke Dr. | 37067 | Franklin | Tennessee, | USA | Flexential helps organizations optimize their journey of IT transformation while simultaneously balancing cost, scalability and security."
Tennessee,Flexential Nashville - Franklin Data Center,"Flexential | 4600 Carothers Parkway, Franklin TN, 37067 | 37067 | Franklin | Tennessee, | USA | Flexential helps organizations optimize their journey of IT transformation while simultaneously balancing cost, scalability and security."
Tennessee,Flexential Nashville - Brentwood Data Center,"Flexential | 7100 Commerce Way | 37027 | Brentwood | Tennessee, | USA | Flexential helps organizations optimize their journey of IT transformation while simultaneously balancing cost, scalability and security."
Tennessee,H5 Data Centers Nashville I,"H5 Data Centers | 211 Commerce St | 37201 | Nashville | Tennessee, | USA | H5 Data Centers' Nashville data center is a 22,000 SF data center located in downtown Nashville"
Tennessee,EdgeConneX Nashville - EDCNAS01,"EdgeConneX | 1841 Air Lane Dr, Building 3 | 37210 | Nashville | Tennessee, | USA | EdgeConneX Nashville Edge Data Center - Space, Power & Connectivity. Where you ASK for it."
Tennessee,TierPoint Nashville,"TierPoint | 311 Eddy Lane | 37064 | Nashville | Tennessee, | USA | Tennessee's only Tier III data center, certified for both design and construction by the Uptime Institute."
Tennessee,H5 Data Centers Nashville II,"H5 Data Centers | 147 Fourth Avenue | 37219 | Nashville | Tennessee, | USA | Located in downtown Nashville about a block from the conference center. Provides connectivity to 11 different carriers and the NashIX (Nashville Internet Exchange)."
Tennessee,Data Suites,"Data Suites | 1020 W College St | 37129 | Murfreesboro | Tennessee, | USA | Cost-friendly, Tier-3 ready Colocation data center serving the Greater Nashville area"
Tennessee,RadiusDC Nashville I,"RadiusDC | 2902 Brick Church Pike | 37207 | Nashville | Tennessee, | USA | RadiusDC's Nashville I data center, located in the Trinity Hills area of Nashville, Tennessee, is a cutting-edge facility designed to meet the growing demand for urban data center infrastructure. Spanning 102,500 square feet, the center will deliver 12MW of critical power and is set to open in 2026."
Tennessee,Meta Gallatin - Building 5,"Meta | Meta Lp | 37066 | Gallatin | Tennessee, | USA | Please see the profile for further details about Meta Gallatin - Building 5."
Tennessee,Meta Gallatin Campus,"Meta | 1 Meta Lp | 37066 | Gallatin | Tennessee, | USA | Meta Gallatin Data Center provides massive power capacity, renewable energy support, and economic growth opportunities within the greater Nashville, Tennessee, region."
